supplier,sku,manufacturer,category,description,item_type,unit_cost,unit_sell,lead_time_days
EET Group,LVN-CAT6A-FLEX-10MWH,Lanview,Cabling & Accessories,"Lanview CAT6A S/FTP High-Flex Network Cable 10m, White",product,7.14,£10.71,7
EET Group,LVN-CAT6A-FLEX-2MWH,Lanview,Cabling & Accessories,"Lanview CAT6A S/FTP High-Flex Network Cable 2m, White",product,2.88,£4.32,7
EET Group,LVN-CAT6A-FLEX-15MWH,Lanview,Cabling & Accessories,"Lanview CAT6A S/FTP High-Flex Network Cable 15m, White",product,11.34,£17.01,7
EET Group,LVN-CAT6A-FLEX-7.5MWH,Lanview,Cabling & Accessories,"Lanview CAT6A S/FTP High-Flex Network Cable 7.5m, White",product,6.71,£10.07,7
EET Group,LVN-CAT6A-FLEX-20MWH,Lanview,Cabling & Accessories,"Lanview CAT6A S/FTP High-Flex Network Cable 20m, White",product,16.20,£24.30,7
EET Group,LVN-CAT6A-FLEX-1MWH,Lanview,Cabling & Accessories,"Lanview CAT6A S/FTP High-Flex Network Cable 1m, White",product,1.99,£2.99,7
EET Group,MO-SFP10G-SR-ZZ0101F,Lanview,Cabling & Accessories,"Lanview SFP+ 10 Gbps, MMF, 300 m, LC, DDMI support, Compatible with Zyxel SFP10G-SR-ZZ0101F",product,15.19,£22.79,7
EET Group,MO-UDC-5,Lanview,Cabling & Accessories,"Lanview SFP+ 10 Gbps Direct Attach Passive Cable, 5m, Compatible with Ubiquiti UDC-5",product,25.52,£38.28,7
EET Group,MO-XBR-000238,Lanview,Cabling & Accessories,"Lanview XBR-000238 Compatible SFP+ 32G FC LW 1310nm, 10km",product,268.39,£402.59,7
EET Group,MO-MA-SFP-1GB-SX,Lanview,Cabling & Accessories,Lanview Cisco MO-MA-SFP-1GB-SX Compatible SFP 850nm 550m DOM Duplex LC MMF Transceiver Module,product,15.80,£23.70,7
EET Group,RPC2UBL,Lanview,Cabling & Accessories,"Lanview by Logon 19"" 2U Open Frame Vertical Wall Mount",product,11.41,£17.12,7
EET Group,RWMIP66W07U66W,Lanview,Cabling & Accessories,"Lanview by Logon 19"" Rack Cabinet 7U 60 x 60 Wallmount IP66",product,393.76,£590.64,7
EET Group,LVT-HL01512-50W,Lanview,Cabling & Accessories,Lanview Velcro Straps 15cm x 12mm White 50pcs,product,10.41,£15.62,7
EET Group,LVT-HL02012-50W,Lanview,Cabling & Accessories,Lanview Velcro Straps 20cm x 12mm White 50pcs,product,8.68,£13.02,7
EET Group,LVT-HL03012-50W,Lanview,Cabling & Accessories,Lanview Velcro Straps 30cm x 12mm White 50pcs,product,9.26,£13.89,7
EET Group,LVT-HL1015B,Lanview,Cabling & Accessories,Lanview Hook and Loop Roll 10m x 15mm Black,product,7.52,£11.28,7
EET Group,LVT-HL1020W,Lanview,Cabling & Accessories,Lanview Hook and Loop Roll 10m x 20mm White,product,9.26,£13.89,7
EET Group,LVT-HL1015W,Lanview,Cabling & Accessories,Lanview Hook and Loop Roll 10m x 15mm White,product,7.52,£11.28,7
EET Group,LVN6305SOUT,Lanview,Cabling & Accessories,"Lanview Cat6a HIGH-FLEX S/FTP Outdoor Network Cable 305m Wooden drum, DUCT",product,399.23,£598.85,7
EET Group,MO-SP10TW1,Lanview,Cabling & Accessories,"Lanview SFP+ 10 Gbps Direct Attach Passive Cable, 1m, Compatible with Allied Telesis SP10TW1",product,21.35,£32.03,7
EET Group,LVO-MPO-CLEAN,Lanview,Cabling & Accessories,Lanview Clean Clicker cleaner for MPO/MTP,product,52.07,£78.11,7
EET Group,RWSLMBL1,Lanview,Cabling & Accessories,"Lanview by Logon 19"" Rack Cabinet 2U 58 x 15 Wallmount Slim",product,71.39,£107.09,7
EET Group,RCCTV005,Lanview,Cabling & Accessories,Lanview by Logon Midi Classic Pole Mounted CCTV Cabinet For 4 cameras,product,541.17,£811.76,7
EET Group,LVR-2MDK-LIC-DK8,Lanview,Cabling & Accessories,"Lanview 19"" rack mount power strip, 2m, 13A with 8 x danish type K socket",product,31.20,£46.80,7
EET Group,LV-UTP6A01B,Lanview,Cabling & Accessories,"Lanview Network Cable CAT6A UTP 1m Black LSZH, HIGH-FLEX, SmartClick",product,1.30,£1.95,7
EET Group,RWMIP55W07U60W,Lanview,Cabling & Accessories,"Lanview by Logon 19"" Rack Cabinet 7U 60 x 60 Wallmount IP55",product,227.46,£341.19,7
EET Group,RWMIP55W16U45B,Lanview,Cabling & Accessories,"Lanview by Logon 19"" Rack Cabinet 16U 60 x 45 Wallmount IP55",product,265.69,£398.54,7
EET Group,LVR-2MCH-SW-CH8,Lanview,Cabling & Accessories,"Lanview 19"" rack mount power strip, 2m, 10A with 8 x Swiss type J socket",product,21.07,£31.61,7
EET Group,LVO231220-FLEX,Lanview,Cabling & Accessories,Lanview Bendable LC-LC Multimode fibre cable duplex 20m OM3 LSZH,product,16.41,£24.62,7
EET Group,,Lanview,Cabling & Accessories,"Lanview SFP+ 16 Gbps, SMF, 10 km, DDMI support, Compatible with Brocade XBR-000198",product,163.42,£245.13,7
EET Group,,Lanview,Cabling & Accessories,"Lanview SFP+ 10 Gbps, SMF, 10 km, DFB, Compatible with TRENDnet TEG-10GBS10",product,122.13,£183.20,7
EET Group,,Lanview,Cabling & Accessories,"Lanview SFP 1.25 Gbps, SMF, 20 km, LC, DDMI support, Compatible with D-Link DEM-310GT",product,26.68,£40.02,7
EET Group,MO-SFP-GE-LX-SM1310-A,Lanview,Cabling & Accessories,"Lanview SFP 1.25 Gbps, SMF, 10 km, LC, DOM support, Compatible with H3C SFP-GE-LX-SM1310-A",product,11.54,£17.31,7
EET Group,,Lanview,Cabling & Accessories,"Lanview SFP 10 Gbps Direct Attach Passive Cable, 2m, Compatible with Ubiquiti UDC-2",product,17.01,£25.52,7
EET Group,,Lanview,Cabling & Accessories,"Lanview SFP+ 10 Gbps Direct Attach Passive Cable, 1m, Compatible with HPE Aruba J9281B, J9281D",product,22.42,£33.63,7
EET Group,,Lanview,Cabling & Accessories,"Lanview SFP 1.25 Gbps, SMF, 10 km, LC, DDM, Compatible with Huawei SFP-BX-D-53-LC",product,27.35,£41.03,7
EET Group,LVO231553,Lanview,Cabling & Accessories,Lanview 12-Port Fibre patch panel for SC simplex/LC duplex connectors Fiber ODF,product,27.64,£41.46,7
EET Group,LVO231544,Lanview,Cabling & Accessories,Lanview 24-Port Fibre patch panel for SC simplex/LC duplex connectors Fiber ODF,product,27.64,£41.46,7
EET Group,LVO231517,Lanview,Cabling & Accessories,Lanview 24-Port Fibre patch panel for SC simplex/LC duplex connectors,product,23.78,£35.67,7
EET Group,RAS415BL,Lanview,Cabling & Accessories,"Lanview by Logon 2U 19"" FRONT, 1U 19"" REAR CONNECTED D=650mm SHELF",product,34.15,£51.23,7
EET Group,RWM20U56BL,Lanview,Cabling & Accessories,"Lanview by Logon 19"" Rack Cabinet 20U 60 x 56 Wallmount",product,167.99,£251.99,7
EET Group,RDL22U66BL,Lanview,Cabling & Accessories,"Lanview by Logon 19"" 22U Rack Cabinet 600 x 600mm Data Line",product,333.81,£500.72,7
EET Group,RAPIP55BAZ64BL,Lanview,Cabling & Accessories,Lanview by Logon IP55 W=600 D=450 H=100mm PLINTH MODULE BLACK,product,67.87,£101.81,7
EET Group,,Lanview,Cabling & Accessories,"Lanview SFP 1 Gbps, SMF, 20 km, LC, Compatible with Planet MGB-TLX",product,11.54,£17.31,7
EET Group,,Lanview,Cabling & Accessories,"Lanview SFP 1G Bidi Pair, SMF, 3 km, Compatible with Ubiquiti UF-SM-1G-S",product,16.40,£24.60,7
EET Group,,Lanview,Cabling & Accessories,"Lanview SFP 1 Gbps, SMF, 10 km, LC, DDMI, Compatible with Zyxel SFP-LX-10-D",product,11.54,£17.31,7
EET Group,,Lanview,Cabling & Accessories,"Lanview SFP 1 Gbps, MMF, 550 m, LC, Compatible with HP JD118B",product,19.44,£29.16,7
EET Group,,Lanview,Cabling & Accessories,"Lanview SFP 1.25 Gbps, MMF, 550m, LC Duplex, Compatible with TP-Link TL-SM311LM",product,15.80,£23.70,7
EET Group,LVO231801UNI,Lanview,Cabling & Accessories,Lanview Fiber patch cords LC Uniboot to LC Uniboot duplex OM3 1m 3.0mm LSZH (Grade C),product,6.92,£10.38,7
EET Group,LVO231812UNI,Lanview,Cabling & Accessories,Lanview Fiber patch cords LC Uniboot to LC Uniboot duplex OM4 3m 3.0mm LSZH (Grade C),product,9.08,£13.62,7
EET Group,MO-UF-SM-1G-LH,Lanview,Cabling & Accessories,"Lanview SFP 1.25 Gbps, SMF, 20 km, LC, DDMI support, Compatible with Ubiquiti UF-SM-1G-LH",product,12.39,£18.59,7
EET Group,LVN241011-10,Lanview,Cabling & Accessories,"Lanview Shelf 150 mm depth for 10"" rack, 1U",product,18.15,£27.23,7
EET Group,LVO231819,Lanview,Cabling & Accessories,Lanview LC-LC Multimode fibre cable duplex 10m OM4 LSZH,product,11.65,£17.48,7
EET Group,LVN6020SOUT,Lanview,Cabling & Accessories,Lanview Cat6a HIGH-FLEX S/FTP Outdoor Network Cable 20m,product,26.67,£40.01,7
EET Group,LVN6005SOUT,Lanview,Cabling & Accessories,"Lanview Cat6a HIGH-FLEX S/FTP Outdoor Network Cable 0,5m",product,3.08,£4.62,7
EET Group,LVN125457,Lanview,Cabling & Accessories,Lanview Crimping tool for Easy-Connect RJ45 LVN125311,product,88.94,£133.41,7
EET Group,LVN125311,Lanview,Cabling & Accessories,Lanview RJ45 STP plug Cat6A/Cat7 for big diameter cable AWG22-24 stranded/solid conductor for.,product,44.58,£66.87,7
EET Group,LVN126076UK,Lanview,Cabling & Accessories,Lanview Back Box 145*86*32mm,product,0.86,£1.29,7
EET Group,LVN126288UK,Lanview,Cabling & Accessories,"Lanview Blanking Panel 1/4 for use with Uk faceplates, 12,5mm x 50mm",product,0.34,£0.51,7
EET Group,LVN126188UK,Lanview,Cabling & Accessories,Lanview CAT6 Faceplate Single Gang UK Type 86*86mm,product,2.23,£3.35,7
EET Group,LVN125470,Lanview,Cabling & Accessories,Lanview Heat Shrink End Cap for PE Cable,product,1.45,£2.18,7
EET Group,LVR252352,Lanview,Cabling & Accessories,Lanview Fan tray for B600 x D600 mm rack cabinets LVR2430xx racks,product,80.98,£121.47,7
EET Group,LVN125419,Lanview,Cabling & Accessories,Lanview RJ45 FTP plug Cat6 for AWG 24-26 solid/stranded conductor 10pcs.,product,2.20,£3.30,7
EET Group,LVN125456,Lanview,Cabling & Accessories,Lanview Crimping tool for Easy-Connect RJ45,product,62.65,£93.98,7
EET Group,LVO233835,Lanview,Cabling & Accessories,Lanview 24-Port Fibre patch panel mounted with 6 x LC duplex Single Mode connectors,product,81.45,£122.18,7
EET Group,LVO231814,Lanview,Cabling & Accessories,Lanview SC-LC Multimode fibre cable duplex 2m OM4 LSZH,product,6.12,£9.18,7
EET Group,LVN-OPEN-8U-BL,Lanview,Cabling & Accessories,"Lanview by Logon 19"" D=584MM 08U Special Open Frame RAL 9005 Black",product,80.81,£121.22,7
EET Group,,Lanview,Cabling & Accessories,"Lanview SFP 1 Gbps, MMF, 550 m, LC, DDMI support, compatible with Juniper EX-SFP-1GE-SX",product,11.54,£17.31,7
EET Group,,Lanview,Cabling & Accessories,"Lanview QSFP+ 40 Gbps, SMF, 10 km, LC, DOM, Compatible with HP Aruba JH232A",product,600.39,£900.59,7
EET Group,,Lanview,Cabling & Accessories,"Lanview SFP 1 Gbps, SMF, 20 km, LC, DDMI support, Compatible with Netgear AGM732F",product,20.01,£30.02,7
EET Group,,Lanview,Cabling & Accessories,"Lanview SFP 1000BASE-T, RJ-45 Copper, 100 m, Compatible with HPE Aruba JD089B",product,22.48,£33.72,7
EET Group,,Lanview,Cabling & Accessories,"Lanview SFP 1 Gbps, MMF, 550 m, LC, DDMI support, Compatible with Netgear AGM731F",product,15.55,£23.33,7
EET Group,,Lanview,Cabling & Accessories,"Lanview SFP+ 10 Gbps, MMF, 300m, VCSEL, LC, Compatible with D-Link DEM-431XT-DD",product,57.47,£86.21,7
EET Group,,Lanview,Cabling & Accessories,"Lanview SFP 1.25 Gbps, MMF, 550 m, VCSEL, LC, Compatible with Planet MGB-SX",product,11.54,£17.31,7
EET Group,,Lanview,Cabling & Accessories,"Lanview SFP 1 Gbps, SMF, 20 km, LC, DDMI support, Compatible with Cisco GLC-BX10-U",product,23.43,£35.15,7
EET Group,,Lanview,Cabling & Accessories,"Lanview SFP+ 10 Gbps, SMF, 10 km, LC, Compatible with Fortinet FG-TRAN-SFP+LR",product,27.34,£41.01,7
EET Group,,Lanview,Cabling & Accessories,"Lanview SFP 1.25 Gbps, SMF, 10 km, LC, Fortinet Compatible Fortinet FG-TRAN-LX",product,35.92,£53.88,7
EET Group,,Lanview,Cabling & Accessories,"Lanview SFP+ 10 Gbps RJ-45 Copper, 30m, Compatible with HPE Aruba JL563A",product,112.12,£168.18,7
EET Group,,Lanview,Cabling & Accessories,"Lanview SFP+ 10 Gbps, MMF, 220 m, LC, DOM, Compatible with Netgear AMX763, AXM763-10000S",product,42.53,£63.80,7
EET Group,,Lanview,Cabling & Accessories,"Lanview SFP+ 10 Gbps, MMF, 300 m, LC, duplex, Compatible with Dell 407-BBOU",product,15.19,£22.79,7
EET Group,,Lanview,Cabling & Accessories,"Lanview SFP 1 Gbps, RJ-45 Copper, 100 m, Compatible with Netgear AGM734",product,35.92,£53.88,7
EET Group,,Lanview,Cabling & Accessories,"Lanview SFP 1.25 Gbps, SMF, 20 km, LC, Compatible with Cisco GLC-LH-SM, GLC-LH-SM=",product,15.80,£23.70,7
EET Group,,Lanview,Cabling & Accessories,"Lanview SFP 1 Gbps, SMF, 10 km, LC, DOM support, Compatible with Cisco GLC-BX-U",product,10.94,£16.41,7
EET Group,MO-UACC-OM-SM-10G-D,Lanview,Cabling & Accessories,"Lanview SFP+ 10 Gbps, SMF, 10 Km, LC, DDMI support, Compatible with Ubiquiti UACC-OM-SM-10G-D Only 1 pcs.",product,30.38,£45.57,7
EET Group,LVN-CAT6A-FLEX-5M,Lanview,Cabling & Accessories,"Lanview CAT6A S/FTP High-Flex Network Cable 5m, Black",product,5.02,£7.53,7
EET Group,LVN-CAT6A-FLEX-50CM,Lanview,Cabling & Accessories,"Lanview CAT6A S/FTP High-Flex Network Cable 50cm, Black",product,1.56,£2.34,7
EET Group,,Lanview,Cabling & Accessories,"Lanview SFP28 25 Gbps, MMF, 100m, LC duplex, DOM support, Compatible with Mellanox MMA2P00-AS",product,42.53,£63.80,7
EET Group,,Lanview,Cabling & Accessories,"Lanview 10GBase-LR SFP+ Transceiver, 1310nm, 10km, Cisco Compatible",product,127.93,£191.90,7
EET Group,,Lanview,Cabling & Accessories,"Lanview SFP 1.25 Gbps RJ-45 Copper, 100m, Compatible with Palo Alto PAN-SFP-CG",product,50.29,£75.44,7
EET Group,,Lanview,Cabling & Accessories,"Lanview SFP+ 10 Gbps, SMF, 10 km, LC, Compatible with HP Aruba JD094A, JD094B",product,32.20,£48.30,7
EET Group,LVO231470,Lanview,Cabling & Accessories,Lanview LC-LC Multimode fibre cable duplex 3m OM3 50/125 LSZH,product,4.78,£7.17,7
EET Group,LVO231469,Lanview,Cabling & Accessories,Lanview LC-LC Multimode fibre cable duplex 1m OM3 50/125 LSZH,product,3.95,£5.93,7
EET Group,LVO231410,Lanview,Cabling & Accessories,Lanview LC-LC Singlemode fibre cable duplex 10m OS2 9/125 LSZH,product,5.62,£8.43,7
EET Group,LVO231399,Lanview,Cabling & Accessories,Lanview SC/UPC Pigtail Multimode 2m OM3 50/125 PVC EASY STRIP,product,2.17,£3.26,7
EET Group,LVO231386,Lanview,Cabling & Accessories,Lanview SC-SC Singlemode fibre cable duplex 2m OS2 9/125 LSZH,product,4.47,£6.71,7
EET Group,LVO231377,Lanview,Cabling & Accessories,Lanview SC-SC Singlemode fibre cable duplex 1m OS2 9/125 LSZH,product,4.24,£6.36,7
EET Group,LVO231303,Lanview,Cabling & Accessories,Lanview LC-SC Multimode fibre cable duplex 2m OM3 50/125 LSZH,product,4.96,£7.44,7
EET Group,LVO231256,Lanview,Cabling & Accessories,Lanview LC Multimode connector duplex OM4 zirconia SC footprint,product,1.31,£1.97,7
EET Group,LVO231253,Lanview,Cabling & Accessories,Lanview LC Multimode connector duplex OM3 zirconia SC footprint,product,1.23,£1.85,7
EET Group,LVN149042,Lanview,Cabling & Accessories,Lanview Cat6a U/UTP Network Cable 10m White LSZH,product,5.88,£8.82,7
EET Group,LVN147138,Lanview,Cabling & Accessories,"Lanview Cat6 U/UTP Network Cable 7m, White, LSZH",product,4.11,£6.17,7
EET Group,LVN128143,Lanview,Cabling & Accessories,Lanview PRO Cat6 Unshielded flip jack keystone,product,2.64,£3.96,7
EET Group,LVN128076,Lanview,Cabling & Accessories,Lanview Cat5e Unshielded flip jack keystone,product,1.54,£2.31,7
EET Group,LVN127767,Lanview,Cabling & Accessories,Lanview Surface mount box for 2 x RJ45 jack,product,1.62,£2.43,7
EET Group,LVN127086,Lanview,Cabling & Accessories,Lanview Cat5e RJ45 Coupler,product,2.57,£3.86,7
EET Group,LVN125455,Lanview,Cabling & Accessories,Lanview Network cable stripper with cutter,product,9.03,£13.55,7
EET Group,LVR125625,Lanview,Cabling & Accessories,"Lanview Horisontal cable lacing bar for 19"" rack",product,8.73,£13.10,7
EET Group,LVT551520,Lanview,Cabling & Accessories,Lanview Spiral band Ø 19mm,product,4.46,£6.69,7
EET Group,LVT551020,Lanview,Cabling & Accessories,Lanview Cable tie white 3.5 x 150 mm,product,2.03,£3.05,7
EET Group,LVT551015,Lanview,Cabling & Accessories,Lanview Cable tie white 2.5 x 100 mm,product,1.22,£1.83,7
EET Group,MO-MGB-TLA10,Lanview,Cabling & Accessories,"Lanview SFP 1 Gbps, SMF, 10 km, LC, Compatible with Planet MGB-TLA10",product,13.97,£20.96,7
EET Group,MO-MGB-TLB10,Lanview,Cabling & Accessories,"Lanview SFP 1 Gbps, SMF, 10 km, LC, Compatible with Planet MGB-TLB10",product,19.44,£29.16,7
EET Group,MO-MFB-FX,Lanview,Cabling & Accessories,"Lanview SFP 155 Mbps, MMF, 2 km, LC, Compatible with Planet MFB-FX",product,11.54,£17.31,7
EET Group,MO-UC-DAC-SFP28,Lanview,Cabling & Accessories,"Lanview SFP28 DAC Cable, 25 Gbps 0.5m",product,48.60,£72.90,7
EET Group,MO-SP-CABLE-FS-SFP+1,Lanview,Cabling & Accessories,"Lanview 10GE SFP+ Passive Direct Attach Cable, 1 m",product,21.87,£32.81,7
EET Group,MO-Z-SFP10G-LR,Lanview,Cabling & Accessories,"Lanview SFP+ 10 Gbps, SMF, 10 km, LC, DDMI support, Compatible with Zyxel SFP10G-LR",product,27.34,£41.01,7
EET Group,,Lanview,Cabling & Accessories,"Lanview SFP28 25 Gbps, MMF, 100m, LC duplex, DOM support, Compatible with Cisco SFP-25G-SR-S",product,48.30,£72.45,7
EET Group,,Lanview,Cabling & Accessories,"Lanview 1000BASE-SX SFP, with DOM",product,41.73,£62.60,7
EET Group,,Lanview,Cabling & Accessories,"Lanview SFP+ 10 Gbps Direct Attach Passive Cable, 7m, Compatible with HPE Aruba J9285D",product,70.96,£106.44,7
EET Group,,Lanview,Cabling & Accessories,"Lanview SFP 1 Gbps, MMF, 550 m, LC, Compatible with Cisco SFP-GE-S=",product,14.58,£21.87,7
EET Group,,Lanview,Cabling & Accessories,"Lanview SFP 1 Gbps, MMF, 550 m, LC, Compatible with HP JD493A",product,46.41,£69.62,7
EET Group,LVN-CAT6A-FLEX-25CMWH,Lanview,Cabling & Accessories,"Lanview CAT6A High-Flex S/FTP Network Cable 0,25m, White",product,1.56,£2.34,7
EET Group,MO-CBL-10GSFP-DAC-2M,Lanview,Cabling & Accessories,"Lanview SFP+ Direct Attach Copper Cable, 10 Gbps 2m",product,17.62,£26.43,7
EET Group,MO-SFP-GE-S-2,Lanview,Cabling & Accessories,"Lanview SFP 1 Gbps, SMF, 2 km, LC, DDMI support, Compatible with Cisco GLC-LH-SMD",product,13.97,£20.96,7
EET Group,LVR248033-UK,Lanview,Cabling & Accessories,"Lanview Fan tray with 2 fans for 19"" floor standing rack cabinets",product,67.82,£101.73,7
EET Group,MO-407-BCFM,Lanview,Cabling & Accessories,Lanview Compatible with Dell 407-BCFM,product,60.75,£91.13,7
EET Group,MO-SFP-10G-BX40U,Lanview,Cabling & Accessories,"Lanview SFP 10000 Mbps, SMF, 40 km, LC, DDMI support, Compatible with Cisco SFP-10G-BX40U",product,54.68,£82.02,7
EET Group,LVT551140,Lanview,Cabling & Accessories,Lanview cable ID 152.4X3.81MM,product,5.79,£8.69,7
EET Group,LVO231510,Lanview,Cabling & Accessories,Lanview Fiber patch cords LC Uniboot to LC Uniboot duplex OM3 10m 3.0mm LSZH (Grade C),product,10.34,£15.51,7
EET Group,LVO230502-MTP,Lanview,Cabling & Accessories,"Lanview Optical Fibre Cable, MTP Female - Male, Multimode, LC/UPC, OM4 (Erica Violet), 2 m",product,37.68,£56.52,7
EET Group,LVO230407-MTP,Lanview,Cabling & Accessories,"Lanview Optical Fibre Cable, MTP Female - MTP Female, Multimode, Polarity B, OM4 (Erica Violet), 7m",product,68.28,£102.42,7
EET Group,LVO230405-MTP,Lanview,Cabling & Accessories,"Lanview Optical Fibre Cable, MTP Female - MTP Female, Multimode, Polarity B, OM4 (Erica Violet), 5m",product,59.96,£89.94,7
EET Group,LVN-100MB-POE30W-EXTENDER,Lanview,Cabling & Accessories,Lanview 100Mb POE Extender With 30Watts Up to 250m,product,15.62,£23.43,7
EET Group,LVO-PIG-LCUPC-12CORE-OM4-2M,Lanview,Cabling & Accessories,"Lanview Pigtail LC/UPC 50/125 OM4, 0.9mm, 2meters LSZH (Grade C) Tight Buffer 12 colors 12pcs/pack",product,13.31,£19.97,7
EET Group,LVO-PIG-LCUPC-12CORE-OM3-2M,Lanview,Cabling & Accessories,"Lanview Pigtail LC/UPC 50/125 OM3, 0.9mm, 2meters PVC(Grade C) Easy strip 12 colors 12pcs/pack",product,10.00,£15.00,7
EET Group,LVO-PIG-LCUPC-12CORE-OS2-2M,Lanview,Cabling & Accessories,"Lanview Pigtail LC/UPC 9/125 OS2 G657A1, 0.9mm, 2meters PVC(Grade C) Easy strip 12 colors 12pcs/pack",product,8.79,£13.19,7
EET Group,LVO-FIB-IDEN,Lanview,Cabling & Accessories,Lanview Optical Fiber Identifier for optical maintenance,product,135.97,£203.96,7
EET Group,LVT-HL1010W,Lanview,Cabling & Accessories,Lanview Hook and Loop Roll 10m x 10mm White,product,4.63,£6.95,7
EET Group,XV2-21X,Cambium Networks,Wi-Fi & Networking,"Indoor Dual radio WiFi 6 AP, 2x2, GbE",product,£70.07,£127.78,7
EET Group,XV2-22H,Cambium Networks,Wi-Fi & Networking,"Wallplate Dual radio WiFi 6 AP, 2x2, 3 x GbE, 48V PoE out, BLE/Zigbee",product,£70.70,£149.44,7
EET Group,XV2-2X,Cambium Networks,Wi-Fi & Networking,"Indoor Dual Radio Wi-Fi 6 2x2 WLAN AP, 2.5GBE",product,£99.54,£192.86,7
EET Group,XV3-8,Cambium Networks,Wi-Fi & Networking,Indoor Tri-radio WiFi 6 AP with SDR 8x8. 5GbE,product,£302.01,£520.12,7
EET Group,XE3-4X,Cambium Networks,Wi-Fi & Networking,XE3-4 Indoor Tri-band WiFi 6e AP with SDR 4x4. 2.5GbE. 6GHz radio enabled,product,£187.58,£323.06,7
EET Group,XE5-8X,Cambium Networks,Wi-Fi & Networking,"XE5-8 Indoor Tri-band WiFi 6e AP with multi-radio SDR 8x8. 5GbE, 6GHz radio enabled",product,£460.05,£792.30,7
EET Group,X7-35X,Cambium Networks,Wi-Fi & Networking,X7-35X Indoor Tri-band Wi-Fi 7 AP 2x2. 6GHz radio enabled. 2.5GbE. ,product,£232.54,£277.26,7
EET Group,XV2-23T,Cambium Networks,Wi-Fi & Networking,"Outdoor Dual radio WiFi 6 AP Omni 2x2, GbE",product,£180.13,£214.77,7
EET Group,XV2-2T0,Cambium Networks,Wi-Fi & Networking,"Outdoor Dual radio WiFi 6 AP Omni 2x2, 2.5GbE, 30V/48V out, BLE",product,£235.46,£280.74,7
EET Group,XV2-2T1,Cambium Networks,Wi-Fi & Networking,"Outdoor Dual radio WiFi 6 AP Sector antenna 2x2, 2.5GbE, 48V out, BLE",product,£270.86,£322.94,7
EET Group,XE3-4TN,Cambium Networks,Wi-Fi & Networking,XE3-4T Outdoor Tri-band WiFi 6e AP with SDR 4x4. 6GHz radio disabled 2.5GbE/GbE POE out,product,£363.49,£626.01,7
EET Group,EX2010-P,Cambium Networks,Wi-Fi & Networking,"cnMatrix EX2010-P, Intelligent Ethernet PoE Switch, 8 1G and 2 SFP fiber ports - no pwr cord",product,£252.43,£308.89,7
EET Group,EX2016M-P,Cambium Networks,Wi-Fi & Networking,"cnMatrix EX2016M-P, Intelligent Ethernet PoE Switch, 8x1G+6x2.5G+2xSFP+, no pwr cord",product,£615.63,£753.34,7
EET Group,EX2028-P,Cambium Networks,Wi-Fi & Networking,"cnMatrix EX2028-P, Intelligent Ethernet PoE Switch, 24 1G and 4 SFP+ fiber ports - no pwr cord",product,£470.25,£575.44,7
EET Group,EX2052-P,Cambium Networks,Wi-Fi & Networking,"cnMatrix EX2052-P, Intelligent Ethernet PoE Switch, 48 1G and 4 SFP+ Fixed 540 - no pwr cord",product,£760.91,£931.12,7
EET Group,EX2052R-P,Cambium Networks,Wi-Fi & Networking,"cnMatrix EX2052R-P, Intelligent Ethernet PoE Switch, 48 1G and 4 SFP+, Removeable Power Supply  (not included)  - no pwr cord",product,£651.95,£797.78,7
EET Group,EX3028R-P,Cambium Networks,Wi-Fi & Networking,"cnMatrix EX3028R-P, Intelligent Ethernet Switch, 24 1G(12 PoE+ ports and 12 4PPoE ports(60W)) and 4 SFP+ ports, ,  Dual/Removeable power supplies (not included) - no pwr cord, non USA",product,£711.08,£870.13,7
EET Group,EX3052R-P,Cambium Networks,Wi-Fi & Networking,"cnMatrix EX3052R-P, Intelligent Ethernet Switch, 48 1G(24 PoE+ ports and 24 4PPoE ports(60W)) and 4 SFP+ ports, ,   Dual/Removeable power supplies (not included) - no pwr cord, non USA",product,£996.08,"£1,218.88",7
EET Group,EX3024-F,Cambium Networks,Wi-Fi & Networking,"cnMatrix EX3024F, Intelligent Ethernet Fiber Aggregation Switch, 24 10 Gbps SFP+ ports, dual internal AC power supplies - no pwr cord",product,"£1,423.58","£1,742.01",7
EET Group,NSE3000,Cambium Networks,Wi-Fi & Networking,Network Service Edge. SDWAN Security gateway.,product,£296.92,£270.72,7
EET Group,MSX-SUB-XV2-21X-5,Cambium Networks,Wi-Fi & Networking,cnMaesto X + support,product,£37.13,£52.31,7
EET Group,MSX-SUB-XV2-22H-5,Cambium Networks,Wi-Fi & Networking,cnMaesto X + support,product,£37.13,£52.31,7
EET Group,MSX-SUB-XV2-2X-5,Cambium Networks,Wi-Fi & Networking,cnMaesto X + support,product,£37.13,£52.31,7
EET Group,MSX-SUB-XV3-8-5,Cambium Networks,Wi-Fi & Networking,cnMaesto X + support,product,£59.40,£83.70,7
EET Group,MSX-SUB-XE3-4-5,Cambium Networks,Wi-Fi & Networking,cnMaesto X + support,product,£59.40,£83.70,7
EET Group,MSX-SUB-XE5-8-5,Cambium Networks,Wi-Fi & Networking,cnMaesto X + support,product,£74.25,£104.63,7
EET Group,MSX-SUB-X7-35X-5,Cambium Networks,Wi-Fi & Networking,cnMaesto X + support,product,£49.50,£69.75,7
EET Group,MSX-SUB-XV2-23T-5,Cambium Networks,Wi-Fi & Networking,cnMaesto X + support,product,£37.13,£52.31,7
